score,review,user,w_date
1,¾îº¥Á®½º·Î ½ÃÀÛÇØ¼­ ¿¢½º¸ÇÀÌ µÇ¾ú´Ù°¡ ÆÇÅ¸½ºÆ½4·Î ³¡³ª´Â ¿µÈ­..  ,µ¹»ß(2915****),2015.04.23 16:33
10,°ü¶÷°´¾îº¥Àú½º 1º¸´Ù Á¶±Ý ´õ Àç¹Õ³×¿ä ÇÏÁö¸¸ ¾îº¥Àú½º 1ÀÌ 10Á¡ ¸¸Á¡ÀÌ¶ó´Â°Ô ÇÔÁ¤!!!  ,epah****,2015.04.23 13:26
1,¼ÖÁ÷È÷ ¿Ö·¸°Ô ÆòÁ¡ ³ôÀºÁö ³ëÀÌÇØ.. ¼¾Æ®·²¿¡¼­ 3d·Î ºÃ´Âµ¥ ·¯ºê¶óÀÎÀº ÈåÁöºÎÁö ±×·¸°Ô ÇÒ°Å¸é ¿Ö ³Ö¾ú´ÂÁöµµ ¸ð¸£°Ú°í È£Å©¾ÆÀÌ °¡Á·¾ê±âµµ º° ÇÊ¿ä ¾ø¾î º¸¿´´Âµ¥.. ¸¹Àº ³»¿ëÀ» Àü´ÞÇÏ°í ¸¹Àº ¿µ¿õµµ ³ª¿À´Âµ¥ ÀÜ°¡Áö¸¦ ³Ê¹« ´Ù´Ï±î Áö·çÇÏ°í Çã¼úÇÑµí  ,QRule(slif****),2015.04.25 09:42
1,±â´ëÀÌÇÏ´Ù.½ºÄÉÀÏ¸¸ ¾öÃ»Å­;¾îº¥Á®½º1Àº±¦Âú¾Ò´Âµ¥..¿ª½Ã2ÅººÎÅÍ´Â °ÅÀÇ¸ðµç°Ô¸ÁÇÏ³×  ,»ï¼ºÂ¯(yoo3****),2015.04.25 00:56
1,¾îÁ¦ º¸°í¿Ô´Âµ¥ Áø½É Á¹·Á¼­ Á×´ÂÁÙ..±â´ëÀÌÇÏ¿¡¿ä..ÀÌ°Ô Àç¹Õ´Ù´Â ºÐµéµµ ÀÖ´Ù´Ï..½Å±â¤Ñ¤Ñ  ,»ï½Ã¼¼¹ú(roon****),2015.04.24 07:40
1,"¸¶ºí ºü½ÉÀ¸·Î °Ü¿ì ³¡±îÁö ºÃÀ½ ¸¶Áö¸·¿¡ ""¾îº¥Á®½º´Â µ¹¾Æ¿Â´Ù"" ³¡! ³¡±îÁö ±â´Ù·È´Âµ¥...  ",³ª´Â ³ª(stur****),2015.04.23 17:14
1,°ü¶÷°´Àç¹Ì ¾ø³×¿ä193837372  ,prot****,2015.04.26 13:46
1,Áø½É °³³ëÀëÀÌ´Ù °³¿¬¼º Á¿¸ÁÀÌ°í ´ëÈ­°¡ 80ÆÛ ¿Í ¾²·¹±â°°Àº ³×ÀÌ¹ö»õ³¢µé 1Á¡´Ù´Ï±î Áö¿ì°í ¾É¾ÆÀÖ³× ¾îÂ¼¶ó°í ³ëÀëÀÎµ¥¿Í °¨µ¶»õ³¢ Á×¿©¹ö¸®°í ½Í´Ù ÀÌ°Å º¼·Á°í ÀÏÁÖÀÏÀüºÎÅÍ ±â´ëÇß´Âµ¥ ¿ª´ë±Þ b±Þ¿µÈ­ ¸¸µé¾ú³× ±¸¶ó¾ÈÄ¡°í ¾î¸Þ°Å¹Ì¸Ç2°¡ ´õÀç¹Õ´Ù  ,°ö½½¸Ó¸®½È¾î(ssjh****),2015.04.25 09:33
1,°ü¶÷°´¹æ±Ý º¸°í¿Ô´Âµ¥¾Æ... °á±¹ ¿µ¿õÇÑ¸íÀÌ¹®Á¦ÀÏÀ¸Å°°í ½Ã¹Î±¸ÇÏ·Á°í ¿ë¾²´Â ±×³É¿µ¿õ½ºÅä¸®... ¾×¼ÇÁÁ¾ÆÇÏ°í SF¹°À»¾öÃ»³ª°ÔÁÁ¾ÆÇÑ´Ù¸é ºÁµµµÇ°ÚÁö¸¸Á¦ °³ÀÎÀûÀÎ ÆòÀº Á¤¸» ÃÖ¾ÇÀÌ¾ú½À´Ï´Ù..  ,ÀÌ¸´(kisg****),2015.04.25 01:24
10,¿ïÆ®·ÐÀº¿µ¿øÀÌ¿ì¸®±â¾ï¿¡³²À»°ÍÀÌ´Ù  ,an43****,2019.05.19 21:39
10,ÇÑ±¹¹è°æ¿ÀÁö´Â¿µÈ­Á¤¸»Àç¹Õ³×¿ä  ,ÀåÇÏ´Ù(wkdg****),2019.05.03 12:17
8,¾×¼ÇÀÌ³ª ¿µÈ­ Èå¸§ ´Ù ¼øÁ¶·Ó°í ³Ê¹« Àç¹ÌÀÖ¾úÀ½.  ,Im for your(thfr****),2019.04.10 12:21
10,¾îº¥Á®½º Ãâµ¿~~> ¸ÚÀÖ¾î¿ä~~>  ,smile(0319****),2019.04.03 08:43
10,¿ïÆ®·Ðµµ ½êÁö¸¸? ´Ù±¼¿£ Àå»ç¾ø´Ù  ,¸Í°­µü(ghdr****),2019.02.16 12:56
8,ÀüÆíº¸´Ù ¾Æ½¬¿î ÈÄ¼ÓÀÛ  ,±èÁÖ¿µ(kjyo****),2019.02.15 22:11
7,Àç¹Õ±ä ÇÑµ¥ Äü½Ç¹ö°¡ ÃÑ¸Â¾Æ Á×°í (¤»¤»¤») ¿ïÆ®·ÐÀÌ Á» ¾àÇØÁø°Å °°³× (¹°·®ÀÌ µþ¸²)  ,·ç½ÃÆÛ ¾Ç¸¶(wngh****),2019.02.06 16:33
9,ºô·±ÀÌ ÃÖ´ë ¾àÁ¡ÀÌ´Ù. ·ç¼Ò¿Í´Â ´Ù¸¥ ¸¸È­ÀûÀÎ ¾×¼ÇÀÌ ¸Å·ÂÀÌ°í ¿©·¯¹ø º¸¸é º¸ÀÌÁö ¾Ê´ø Àå¸éÀÌ ¸¹´Ù.  ,ÄÜºñÁîÅ¶(yeoj****),2018.10.10 06:39
7,¿µÈ­°¡ ÀüÃ¼ÀûÀ¸·Î ¾î¼ö¼± ÇÏÁö¸¸... ¾îº¥Á®½º´Â ºÁ¾ßÇÑ´Ù.  ,½ºÄ«ÀÌ(hoju****),2018.07.31 17:25
9,"ºíÀ§??¹è³Ê¶û ÃÑ¾Ëµµ ¸ø ÇÇÇÏ´Â Äü½Ç¹ö,¿ïÆ®·ÐÀº ¾Æ½¬¿üÁö¸¸ ÀåÁ¡ÀÌ Ä¿¹öÇØÁÜ  ",bin(bins****),2018.07.08 17:28
8,Á¤¸» ³Ê¹« ÇÑ¹ø¿¡ ´Ù º¸·ÁÁÖ·Á´Ù ½ÇÆÐÇÑ ´À³¦  ,µµ¸®(ssh8****),2018.05.17 22:19
7,ÁÖº¯¿¡ È÷¾î·Î¹° ÁÁ¾ÆÇÏ´Â »ç¶÷ÀÌ ¸¹¾Æ¼­ º¸°Ô µÇ´Â ¿µÈ­. »ç½Ç °³ºÀ ´ç½Ã ±ØÀå¿¡¼­ ºÃ´Âµ¥ ´ç½Ã ³Ñ Áö·çÇß´Ù. ±×·¡µµ  ½ºÅä¸®¸¦ Ã£¾Æº¸°í º¸´Ï ±×·°Àú·° º¼¸¸ÇÑ ´À³¦. 1ÆíÀÌ Á» ´õÀç¹Õ´Â°Å °°´Ù.  ,»çÀÚ°³(xyan****),2018.04.29 22:50
8,¸·ÆÇ¿¡ ¿ïÆ®·Ð ÂîÁúÇØÁø°Ô ¾Æ±î¿ò  ,°¡³ª´Ù¶ó(wyve****),2018.02.26 20:27
10,´ÙÀ½ ¾îº¥Á®½º¿µÈ­¸¦ À§ÇÑ  ¿µÈ­ ÀÌ°í Àç¹ÌÀÖ´Ù.  ,·¹°í(lego****),2017.11.02 15:41
8,³ª»ÚÁö ¾ÊÀºµ¥ 1Æíº¸´Ù º°·Î³Ê¹« ´Ù¾çÇÑ ÀÎ¹°ÀÌ ¿ÀÈ÷·Á Áö·çÇÔÀ» ¸¸µë.  ,¾Æ¹ö´Ô²²È¿µµ¸£(thre****),2017.08.08 23:09
10,°ü¶÷°´¿ª½Ã ¸íºÒÇãÀüÀÔ´Ï´Ù.. ´ÙÀ½ ÆíÀÌ ³Ê¹«³ªµµ ±â´Ù·ÁÁö³×¿ä ¤Ð¤Ð¤Ð »¡¸®³ª¿Í¶ó!!  ,µÎÁú(andy****),2017.07.05 14:15
10,½Ãºô¿ö º¸´Ù ´Ù½Ãº¸´Ï±î ¿ïÆ®·Ð ÀçÆò°¡.  ,Å°·ç¾ç(pruy****),2017.05.13 20:30
10,¿Í ¸¶ºí ¹ÌÅá´Ù. ¿ÏÀü ²ÜÀë!¾ÆÀÌ ·¯ºê ¸¶ºí!  ,¿µÈ­ ´öÈÄ(chae****),2017.05.12 17:05
10,ºí·ç·¹ÀÌ·Î Àç¹Õ°Ô ºÃÀ½  ,Hoonism(jun1****),2017.01.30 22:49
10,¿À¿À Àç¹Õ¾î¿ä ¿À¿À Àç¹Õ¾î¿ä  ,±è°­Çö(kimk****),2017.01.29 18:06
10,±¸¤§ ÁÁ¾Æ¿© ÁÁ¾Æ¿ä ±»±»  ,ilps****,2016.11.30 21:39
8,ÇæÅ©vsÇæÅ©¹ö½ºÅÍ ÀüÅõ°¡ ¿ª´ë±Þ  ,hyunza³²(ail2****),2016.11.17 17:36
10,°ü¶÷°´Ç×»ó Àç¹ÌÀÖ°Ô º¾´Ï´Ù ´©°¡¹¹·¡µµ¤¾  ,²Ç¹Ì(coco****),2016.10.25 02:04
9,°ü¶÷°´¿Ö ÇÑ±¹Àº ÀÌ·±°Å ¸ø¸¸µéÁö  ,´ÏÄÝ¶ó½º(uos9****),2016.07.09 23:18
10,°ü¶÷°´¹Ï°íº¸´Â ¸¶ºí ¹«ºñ¿¡ ÆÄÀÌ¾î¿¡±×¸¦ Å¹Ä¡°í°©´Ï´Ù  ,Áö³ë(etet****),2016.04.08 22:48
10,°ü¶÷°´Àë³ª°Ô ºÃ¾î¿ä.ÀßºÎÅ¹µå¸³´Ï´Ù  ,ÄíÄí¹äÅë(smmm****),2016.04.08 16:31
8,°ü¶÷°´Àç¹Ì´Â ÀÖÁö¸¸ 1Æí º¸´Ù´Â Á¶±Ý ¾Æ½±³×¿ä...  ,ºñÀò(ky12****),2016.03.25 08:50
3,°ü¶÷°´Á¤¸»¾îº¥Á®½ºº¸°í ÀÎÅÍ½ºÅÚ¶óº¸´Ï±î µ¿È­Ã¥º»´À³¦¤»¤²¤¡  ,ali2****,2015.11.03 19:57
6,8Á¡´ë´Â ¾Æ´Ñ°Å °°Àºµ¥ ¸ôÀÔµµµµ ¶³¾îÁö°í  ,»õ¿ì(taew****),2015.11.03 19:33
5,°ü¶÷°´³ªÇÇ°ïÇØ¼­ Àã¾î ³Ê¹«Á¹·Á¶° ±×·¡¼­¸ô¶ó  ,Áö¹æÀÌ(gkdu****),2015.11.03 15:42
7,°ü¶÷°´1Æíº¸´Ù ¸øÇÏ´Ù. »õ·Î¿î Ä³¸¯ÅÍ´Â ³Ê¹« È²´çÇÔ  ,Á¦¶óµå(jink****),2015.11.02 22:19
6,°ü¶÷°´ÀÏÆíº¸´Ù ³ªÀº ¼ÓÆí¾ø´Ù....  ,¿ìÇÏÇÏÈ£ÇÏ(labl****),2015.10.29 13:29
5,¿µÈ­ »ó¿¬ ½Ã°£ÀÌ ±æ±ä ±æ´Ù.  ,ÀÌÄ«·Î½ºÀÇ³¯°³(kos4****),2015.10.25 16:57
6,°ü¶÷°´´Ù ºñ½Áºñ½ÁÇÏ°í  .¿µÈ­°¡ ³¡³ª´Â ¼ø°£...´Ù ÀØ¾î¹ö¸°´Ù.³»°¡ ¹» º¸¾Ò´Â°¡?  ,psop****,2015.10.07 21:48
6,°ü¶÷°´»·ÇÑ ÀÌ¾ß±âÁö¸¸ »ý°¢º¸´Ù Àç¹ÌÀÖ¾ú´ø ¿µÈ­ÀÎ °Í °°´Ù.±ú¾Ë Àç¹Ì°¡ ÀÖ¾î ÁÁ¾Ò´Ù.  ,monk****,2015.06.04 13:58
9,¸Åµå¸Æ½º¸¦ ¾ÈºÃ´Ù¸é 10Á¡Áá°ÚÁö¸¸ ¸Åµå¸Æ½º¸¦ º¸°í ºÁ¼­ ±×·±Áö 10Á¡Àº ¸øÁÖ°Ú´Ù...  ,dkdklgjkgjhghdfg(jr80****),2015.05.24 04:03
7,°ü¶÷°´Æòº¸´Ù Àç¹Ì¾øÀ½ »·ÇÔ  ,jins****,2015.05.24 01:19
8,°ü¶÷°´¾îº¥Á®½º´Â 1ÀÌ ´õ ³ª¾Ñ´øµí  ,Àü±×·£Æ®(klov****),2015.05.23 14:19
7,°ü¶÷°´±×´Ú Àç¹Ì´Â ¾ø´Âµ¥ 3d·Î ºÁ¼­ ±×·±Áö º¼°Å¸®´Â ÀÖ´Ù  ,bule****,2015.05.20 15:39
9,°ü¶÷°´¤»¤»ÇÑ±¹¹è°æ³ª¿Í¼­  Ä£±ÙÇßÀ½ ¤»¤»³ª¸§ Àç¹ÌÀÖ¾úÀ½¤»  ,hysk2(hyeo****),2015.05.20 13:29
9,°ü¶÷°´¿µ¿õµéÀÌ ³Ê¹« ¸ÚÀÖ¾î¿ä  ,FLASH(para****),2015.05.20 13:11
10,°ü¶÷°´²ÜÀë²ÜÀë²ÜÀë10ÀÚ¿¡¿ä  ,±èµµ¿¬(kimd****),2015.05.20 13:11
10,°ü¶÷°´Àç¹Ô¾î¿ä ~~ ¿Í¿õ~~  ,È÷¾ß(rina****),2015.05.18 21:17
10,¾Æ½±±äÇß´Ù.±×·¡µµgood  ,¶óÀÌ¿Â(duda****),2015.05.18 21:08
6,°ü¶÷°´Ã³À½¿¡´Â Á» Áö·çÇß½À´Ï´Ù  ,SandS(brem****),2015.05.14 23:03
6,±â´ë¸¸Å­Àº ¾Æ´Ñ¾Æ½¬¿î¿µÈ­.  ,sj24****,2015.05.14 21:42
6,°ü¶÷°´±Û½ê... ±â´ëº¸´Ü ¸ø ¹ÌÄ£µíÇÏ´Ù ´ÙÀ½Æí ÃÔ¿µÁßÀÌ¶ó´Âµ¥ ±â´ëÇØº¼±î³ª? ¤»¤»¤»  ,·ÎÁî¸¶¸°(myio****),2015.05.14 08:59
5,°ü¶÷°´½ºÅä¸®°¡ Àç¹Ì³ª°Ô ¿¬°áµÇÁö ¾Ê°í Á¶±Ý Áö·çÇß¾î¿ä.»ó¿µ°üµµ ¸¹°í Æòµµ Å©°Ô ³ª»ÚÁö ¾Ê¾Æ ºÃ´Âµ¥ Àú´Â Á¶±Ý Áö·çÇß¾î¿ä.¤Ð¤Ð  ,000000(fulu****),2015.05.14 08:43
7,°ü¶÷°´Á¶±Ý Áö·çÇÑ¸éÀÌ ¾øÁö¾ÊÀºµí  ,¾ÆÀ¯¿øÃò(duke****),2015.05.13 17:31
10,"°ü¶÷°´¾Æ´Ï, ±Ùµ¥ ¿Ö ¿µÈ­°üÀº ¿£µùÅ©·¹µ÷ÀÌ ÀÖ´Â ¿µÈ­ÀÎµ¥µµ ºÒÄÑ¹ö¸®°í ³ª°¡¶ó´ÂµíÀÌ ºÐÀ§±â¸¦ ¸¸µå³ª¿ä ±×°Ô Á» ±×·¨Áö¸¸ ³Ê¹« Àç¹ÌÀÖ´Â ¿µÈ­ÀÔ´Ï´Ù! ¿ª½Ã ±¦È÷ ¾îº¥Á®½º ¾îº¥Á®½º ÇÏ´Â°Ô ¾Æ´Ï°ÚÁÒ ?!!!! ³Ê¹« Àç¹Õ½À´Ï´Ù >   <  ",Selah(iay2****),2015.05.12 13:49
7,°ü¶÷°´1º¸´Ù Àç¹Ì¾ø½¿.ÀÌ»óÇÑ ·Î¸ÇÆ½ÀÌ³ª ³ª¿À°í  ,anai****,2015.05.09 16:34
10,°ü¶÷°´¾ÆÁÖ²ÜÀëÀÌ¼¹À½ÃÊµùÃëÇâ  ,sk93****,2015.05.07 11:00
10,¿ª½Ã³ª ±â´ëÇÑ°Í ¸¸Å­ ÁÁ¾ÒÁö¸¸ »ìÂ¦ ¾Æ½¬¿òµµ ´À²¸Á³³×¿ä.  ,°úÇÐ¼Ò³â(kmch****),2015.05.07 10:38
8,°ü¶÷°´Àç¹Õ¾ú¾î¿äÁ·¹ßÁý ±â¾ï¿¡ ³²³×¿ä ¤»¤»¤»  ,¹«Áö°³ºû(hiio****),2015.05.06 23:24
8,°ü¶÷°´ÀÌ·±·ùÀÇ ¿µÈ­ ¾ÈÁÁ¾ÆÇØ¼­ ¾Èº¸´ÂÆíÀÎµ¥ ¾îº¥Á®½º2´Â ¿¹»óº¸´Ù Àç¹ÌÀÖ¾î¼­ 2½Ã°£ÀÌ Áö·çÇÏÁö ¾Ê¾Ò¾î¿ä^^  ,ones****,2015.05.06 23:18
10,ÁøÂ¥ Àç¹ÔÀ½ ´«¿ä±â´Â Á¦´ë·ÎÇÔ  ,¾Æ(spv2****),2015.05.06 21:27
7,°ü¶÷°´1º¸´Ù ½ºÅä¸® ±¸¼ºÀÌ³ª Â¥ÀÓ»õ´Â ´õ ÁÁ¾ÆÁø µí ÇÏ³ª ¸¶¹«¸®°¡ ³Ê¹« ÈåÁöºÎÁöÇß´Ù. ¸¶Áö¸·À» Á» ´õ ÀÇ¹ÌÀÖ°Ô Çß¾ú´Ù¸é ÁÁ¾ÒÀ» µí. ¼­¿ï ÃÔ¿µ ºÐ·®ÀÌ »ý°¢ ÀÌ»óÀ¸·Î ¸¹¾Æ¼­ ±â»¼´Ù  ,¾ç»ê¼Ò³à(hot5****),2015.05.06 20:27
10,"°ü¶÷°´Áö·çÇÒÆ´¾ø´Â ³»¿ëÀü°³, È­²öÇÑ ¾×¼Ç °Å±â¿¡ Ä³¸¯ÅÍµé°£¿¡ ·¯ºê¶óÀÎ±îÁö ÃÖ°í!  ",sudden98(yunm****),2015.05.05 01:27
10,ÀÌ°Å ÆòÁ¡ ÀÐÁö ¸¶½Ã°í ¿¹¸ÅÇÏ¼¼¿ä ´çÀå  ,Pleasure(amy1****),2015.05.04 20:26
10,°ü¶÷°´·Î´ÙÁÖÀ¸¾Æ¾Æ¾Ó¢½ ¾×¼ÇÂ¥ÀÀ  ,Á¶¼ö¾Æ(s2su****),2015.05.04 08:04
10,°ü¶÷°´¾ÆÁÖ Àç¹Ì°¡ ¼Ö¼Ö¼Ö¼Ö~~~¼Ö¼Ö  ,20¾ï°©ºÎ(xtra****),2015.05.04 07:39
6,°ü¶÷°´±â´ëÇÞ´ø°Í ¸¸Å­Àº ¾Æ´ÏÁö¸¸ º¼¸¸ÇÞ´ø ¿µÈ­.. ±ä ½ºÅä¸®¸¦ ³Ê¹« ½Ã°£¾È¿¡ ´ãÀ¸·Á ³ë·ÂÇÞ´ø°Ô º¸ÀÓ.  ±×°Í¸ÀÀ¸·Î ¹Ú¼ö¸¥ Ä¥¼ø ÀÕ°ÙÁö¸¸ ¹ÌÈíÇÞ´ø°Íµµ »ç½Ç.  ,È¯»ó(spir****),2015.05.04 04:22
10,º¼°Å¸® Ç³¼ºÇÏ°í ÁÁ¾Æ¿ä  ,ninepeople(mlor****),2015.05.04 02:18
10,°ü¶÷°´°³ÀÎÀûÀ¸·Î 1Æí ¸¸Å­ Àç¹Ô¾ù³×¿ä~  ±×¸®°í °¢ÀÚ ¿µ¿õµé ´Ù ¸Å·ÂÅÍÁö±¸~!! ¾Æ»¡¸® 3Æíº¸°í½Í¾î¿ä~!!!!  ,Áª¸¶(dlwh****),2015.05.04 02:14
10,°ü¶÷°´3d·Î º¸´Ï ÃÖ°ö´Ï´Ù!!¤¾¤¾  ,9wai****,2015.05.04 01:59
10,°ü¶÷°´±×³ÉÀú³Éº¼¸¸ÇÑ¿µÈ­.  ,qjaw****,2015.05.04 01:56
10,°ü¶÷°´Á¤½Å¾øÀÌ °è¼Ó ÆãÆãÆã 3½Ã°£ °¡´ÂÁÙ ¸ô¶ù³×¿ä¤¾  ,²¿ºÏ±¸³Ê(jhw3****),2015.05.04 01:40
4,³Ê¹«Áö·çÇÏ°í ³»¿ëµµ ¾ø°í  Á¤½Å¾ø°í ¹º°¡ µüÈ÷ »õ·Ó´Ù´Â  ´À³¦ÀÌ ÀüÇô ¾ø³×¿ä...µü 4Á¡ µå¸³´Ï´Ù.  ,ÅÂÈÄ´Ï(sang****),2015.05.03 11:27
8,°ü¶÷°´50´ë°¡ º¸±â¿¡´Â Á» Áö·çÇÑ °¨ÀÌ ÀÖ½¿  ,yoon****,2015.05.03 11:24
4,Áø½É¤» ½ºÅä¸® °³¿¬¼º ´Ù °³³ª ÁØµí¤»  Á¶ÀâÇÔ  ,GDXID(ekdm****),2015.05.03 11:22
3,°ü¶÷°´³Ê¹« Áö·çÇÏ°í ¿¹°íÆí¸¸ º¼°Å¸®¾×¼Ç  ,º°¶Ë¸¾(eunc****),2015.05.03 11:21
7,»ç½º°¡ ¹ÌÁ¦ ¿µÈ­ ±×·¡ÇÈÀº ¾Ë¾ÆÁà¾ßÇÔ±×Ä¡¸¸ ¿µ¿õÀÌ ¸¹¾Æ¼­ ±×·±°¡ ³Ê¹« »ê¸¸ÇÏ³×  ,½ºÆÔ¸À²­(ksha****),2015.05.03 09:23
7,°ü¶÷°´¤ÓÆÝº¸´Ü ±×´Ú ±â´ë¸¦¸¸ÀÌÇÑµí¤Ì  ,thee****,2015.05.03 09:02
8,±â´ë°¡ ³Ê¹« ÄÇ´ø°É±î »ý°¢º¸´Ù´Â Á» Áö·çÇß¾î¿ä ¸¶Áö¸· ½Î¿ï¶§¶û ÃÊ¹Ý¿¡°¡ Àç¹ÕÀ½  ,Chokii(mpds****),2015.05.03 00:17
8,°ü¶÷°´2ÇÁ·Î ºÎÁ·ÇÑ ´À³¦..  ,ÂÞ(imss****),2015.05.03 00:11
10,¸¶ºí»ç¶÷µéÀÌ ³ª»ç·Î°¡¾ßÇÒÅÙµ¥ ÃµÀç¾ßÃµÀç ¼Ò ¿À¸§ ÀÎÇÇ´ÏÆ¼¿ö »¡¸® ³ª¿Í¶ó¤Ì¤Ì¤Ì  ,Á¶ÇýÁø(gpwl****),2015.05.02 23:20
10,¿ô±â±âµµÇÏ°í ³»¿ëµµ Èï¹ÌÁøÁø  ,PHJ(bear****),2015.05.02 23:19
4,Àá¿À´Â°Å  Âü°íº¸´À¶ó ~~~~  ,¾ÓÅ­ÇÑ  ÃÑ¹«(ky80****),2015.05.02 22:46
7,°ü¶÷°´³Ê¹« Å« ±â´ë¸¦ ÇÏ°í ºÁ¼­ ±×·±Áö »ý°¢º¸´Ù Àç¹ÌÀÖÁø¾Ê¾ÒÁö¸¸ Å©°Ô ÈÄÈ¸ÇÏÁö´Â ¾Ê´Â´Ù  ,Ä«¸£Ã¼ÀÌ(dnrk****),2015.05.02 22:45
6,ÀüÀÛ¸¸ÇÑ ¼ÓÆí ¾ø´Ù´Â ¸»ÀÌ ¾îº¥Á®½º ÇÑÅ×µµ µé¾î ¸Â´Ù´Ï. º¼°Å¸®´Â 1Æíº¸´Ù ´Ã¾úÁö¸¸ ½ß¶×¸ÂÀº °³±× ¿å½É°ú ¸Åµì Áö¾îÁöÁö ¾Ê´Â ½ºÅä¸® ¶óÀÎÀº ´ÙÀ½ Æí¿¡¼± °³¼±µÇ±æ.  ,h20k(hhhh****),2015.05.02 22:40
10,±×³É ÃÖ°í´Ù ¸»·ÎÇ¥ÇöÇÒ¼ö¾ø´Ù´Â°Ô ÁøÂ¥¾Æ½±´Ù..ÀÌÁ¦ 3Æí¿¡¼­ ºËÁÒ¤Ð¤Ð ±â´Ù¸®°íÀÖÀ»°Ô¿ä ¤Ð¤Ð  ,exo(dnjs****),2015.05.02 21:03
7,È­·ÁÇÏ°Ô º¸¿©ÁÖµÇ ¾Ë¸ÍÀÌ´Â ¾ø´Â cg¹ü¹÷ Àç¹Õ´Ù°í ÃßÃµÇÏ±ä Èûµé¾î¿ä  ,ÂîÇª(syue****),2015.05.02 21:01
8,°ü¶÷°´³»¿ëÀº 1Æíº¸´Ù ¸øÇÏ°í ½ºÄÉÀÏ·Î ½ÂºÎÇÑµí  ,Á¨´õ(zend****),2015.05.02 20:43
7,Àü¹ÝÀû Èå¸§Àº 1ÆíÀÌ¶û ¶È°°Àº ´À³¦ÀÌ¶ó ±×·¡ ¸· Â¾´Ù¶ó´Â Á¤µµ±îÁø ¾Æ´Ñ°Å °°³×¿ä  ´ÙÀ½ Æí ±â´ë ÇÕ´Ï´Ù ÀÎÇÇ´ÏÆ¼¿ö¸¦ À§ÇÑ  ¹ßÆÇÀÌ°ÚÁö¿ä  ,¹Ì´Ï¹Ì´Ï(sumi****),2015.05.02 20:34
8,°ü¶÷°´¾ÕÆíÀ» ¸øºÁ±×·±Áö ÀÌÇØ¾È°¡´Â ºÎºÐÀÌ ¸¹¾Ò¾î¿ä ±×·¡µµ Áß°£Áß°£ Àç¹Õ´Â¿ä¼ÒµéÀÌ ÀÖ³×¿ä  ,seon(seo2****),2015.05.02 20:25
10,°ü¶÷°´½Ã°£°¡´ÂÁÙ ¸ð¸£°íºÃ³×¿ä ¤»¤»»ý°¢º¸´Ù º°·Î¶ó´ÂºÐµéµµ ¸¹À¸½Åµ¥Àü ³ª¸§ ¸¸Á·Çß½À´Ï´Ù  ,¾Æ¹«½º(akor****),2015.05.02 20:23
8,°ü¶÷°´¿À·£¸¸¿¡ ºÁ¼­ Àç¹Ô¾ù¾î¿ä 3Åº ³ª¿Ã°Å °°Àºµ¥ ¤¾¤¾  ,Å¥Æ¼ÇÏ´Ô(blue****),2015.05.02 20:19
10,°ü¶÷°´¤¾Àç¹Õ¾î¿ä »§»§ÅÍÁö´Â ½ºÄÉÀÏ°ú ±ú¾Ë°°Àº ¿ôÀ½  ,youa****,2015.05.02 20:12
8,°ü¶÷°´Àç¹ÌÀÖ³×¿ä ÈÄ¹ÝºÎ °¡¸é¼­ ´Ù¼Ò ¾Æ½±±äÇÏÁö¸¸¿ä^^ ¼­¿ïÀÌ ¾ÆÁÖ Á¶Å­ ³ª¿ÃÁÙ ¾Ë¾Ò´Âµ¥ ±×·¡µµ Á» ³ª¿À´õ±º¿ä  ,ÀÌ»Û¶¯±Û(skki****),2015.05.02 19:40
4,1Æí¸¸ÇÑ 2Æí¾ø´Ù´Â¸» °ø°¨  ,ÀÌÁö¼ö(isk4****),2015.05.02 18:12
4,°ü¶÷°´1Æíº¸´Ù Àë ¾øÀ½...3Æí ³ª¿Íµµ ¾È º¼°ÅÀÓ...³»¿ëµµ ¾ø´Âµ¥ ³Ñ ±æ°Ô ¸¸µê  ,¿µ¾îÀÇÁ¤¼®(stra****),2015.05.02 18:07
8,°ü¶÷°´¿ì¸®¾Æµé¿¹¸ÅÇØÁÖ¾ú´Âµ¥ Àç¹ÌÀÖ¾ú´ÙÇÕ´Ï´Ù.  ,ÇÃ¶óÅ¸³Ê½º(mint****),2015.05.02 15:43
8,°ü¶÷°´¾×¼ÇÀÌ È­·ÁÇÏ°í Àç¹Ô³×¿ä  ,bans****,2015.05.02 15:43
10,ÃÖ°í·Î Àç¹Õ´Â ¿µÈ­´Ù¤¾¤¾ ¹«Á¶°Ç °­ÃßÇÔ¤¾  ,ºñ¹Ù ´õ·¹¾Ë(akm4****),2015.05.02 15:42
9,°ü¶÷°´²ÜÀë!¤»¤»¤»ÇæÅ©Â¯±Í¿©¾î¿©  ,¼·¾ÆÂÊÂÊÂÊ(kk10****),2015.05.02 15:32
10,°ü¶÷°´Áñ°Ì°Ô º¸¾Ò¾î¿ä.¾îº¥Á®½º È­ÀÌÆÃ  ,¹üÈñÈ£(yoon****),2015.05.02 15:30
10,º° ¸» ÇÊ¿ä¾øÀ½ 10ÀÚ´Â¿ÖÃ¤¿ö  ,yamagata(rach****),2015.05.02 15:28
